Afghanistan,AFG,2019,64.833
Africa,,2019,63.17
Albania,ALB,2019,78.573
Algeria,DZA,2019,76.88
American Samoa,ASM,2019,73.745
Americas,,2019,76.83538896
Andorra,AND,2019,83.732
Angola,AGO,2019,61.147
Anguilla,AIA,2019,81.877
Antigua and Barbuda,ATG,2019,77.016
Argentina,ARG,2019,76.667
Armenia,ARM,2019,75.087
Aruba,ABW,2019,76.293
Asia,,2019,73.593
Australia,AUS,2019,83.436
Austria,AUT,2019,81.544
Azerbaijan,AZE,2019,73.005
Bahamas,BHS,2019,73.918
Bahrain,BHR,2019,77.292
Bangladesh,BGD,2019,72.591
Barbados,BRB,2019,79.19
Belarus,BLR,2019,74.791
Belgium,BEL,2019,81.628
Belize,BLZ,2019,74.623
Benin,BEN,2019,61.771
Bermuda,BMU,2019,82.593
Bhutan,BTN,2019,71.777
Bolivia,BOL,2019,71.513
Bonaire Sint Eustatius and Saba,BES,2019,77.788
Bosnia and Herzegovina,BIH,2019,77.401
Botswana,BWA,2019,69.592
Brazil,BRA,2019,75.881
British Virgin Islands,VGB,2019,79.069
Brunei,BRN,2019,75.86
Bulgaria,BGR,2019,75.046
Burkina Faso,BFA,2019,61.577
Burundi,BDI,2019,61.584
Cambodia,KHM,2019,69.823
Cameroon,CMR,2019,59.292
Canada,CAN,2019,82.434
Cape Verde,CPV,2019,72.981
Cayman Islands,CYM,2019,83.924
Central African Republic,CAF,2019,53.283
Chad,TCD,2019,54.239
Channel Islands,OWID_CIS,2019,83.086
Chile,CHL,2019,80.181
China,CHN,2019,76.912
Colombia,COL,2019,77.287
Comoros,COM,2019,64.321
Congo,COG,2019,64.57
Cook Islands,COK,2019,76.246
Costa Rica,CRI,2019,80.279
Cote d'Ivoire,CIV,2019,57.783
Croatia,HRV,2019,78.488
Cuba,CUB,2019,78.802
Curacao,CUW,2019,78.88
Cyprus,CYP,2019,80.982
Czech Republic,CZE,2019,79.376
Democratic Republic of Congo,COD,2019,60.681
Denmark,DNK,2019,80.898
Djibouti,DJI,2019,67.112
Dominica,DMA,2019,75
Dominican Republic,DOM,2019,74.081
Ecuador,ECU,2019,77.01
Egypt,EGY,2019,71.99
El Salvador,SLV,2019,73.317
Equatorial Guinea,GNQ,2019,58.735
Eritrea,ERI,2019,66.321
Estonia,EST,2019,78.745
Ethiopia,ETH,2019,66.597
Europe,,2019,78.587
Faeroe Islands,FRO,2019,80.666
Falkland Islands,FLK,2019,81.442
Fiji,FJI,2019,67.444
Finland,FIN,2019,81.908
France,FRA,2019,82.659
French Guiana,GUF,2019,79.952
French Polynesia,PYF,2019,77.657
Gabon,GAB,2019,66.467
Gambia,GMB,2019,62.05
Georgia,GEO,2019,73.767
Germany,DEU,2019,81.326
Ghana,GHA,2019,64.074
Gibraltar,GIB,2019,79.927
Greece,GRC,2019,82.239
Greenland,GRL,2019,71.704
Grenada,GRD,2019,72.397
Guadeloupe,GLP,2019,82.138
Guam,GUM,2019,80.074
Guatemala,GTM,2019,74.302
Guinea,GIN,2019,61.602
Guinea-Bissau,GNB,2019,58.322
Guyana,GUY,2019,69.906
Haiti,HTI,2019,64.001
Honduras,HND,2019,75.27
Hong Kong,HKG,2019,84.857
Hungary,HUN,2019,76.875
Iceland,ISL,2019,82.993
India,IND,2019,69.656
Indonesia,IDN,2019,71.716
Iran,IRN,2019,76.677
Iraq,IRQ,2019,70.604
Ireland,IRL,2019,82.305
Isle of Man,IMN,2019,81.396
Israel,ISR,2019,82.972
Italy,ITA,2019,83.512
Jamaica,JAM,2019,74.475
Japan,JPN,2019,84.629
Jordan,JOR,2019,74.526
Kazakhstan,KAZ,2019,73.597
Kenya,KEN,2019,66.699
Kiribati,KIR,2019,68.369
Kuwait,KWT,2019,75.489
Kyrgyzstan,KGZ,2019,71.45
Laos,LAO,2019,67.923
Latin America and the Caribbean,,2019,75.486
Latvia,LVA,2019,75.292
Lebanon,LBN,2019,78.93
Lesotho,LSO,2019,54.331
Liberia,LBR,2019,64.104
Libya,LBY,2019,72.913
Liechtenstein,LIE,2019,82.494
Lithuania,LTU,2019,75.933
Luxembourg,LUX,2019,82.25
Macao,MAC,2019,84.244
Macedonia,MKD,2019,75.797
Madagascar,MDG,2019,67.041
Malawi,MWI,2019,64.263
Malaysia,MYS,2019,76.156
Maldives,MDV,2019,78.921
Mali,MLI,2019,59.306
Malta,MLT,2019,82.53
Marshall Islands,MHL,2019,73.696
Martinique,MTQ,2019,82.545
Mauritania,MRT,2019,64.925
Mauritius,MUS,2019,74.991
Mayotte,MYT,2019,79.455
Mexico,MEX,2019,75.054
Micronesia (country),FSM,2019,67.883
Moldova,MDA,2019,71.901
Monaco,MCO,2019,86.751
Mongolia,MNG,2019,69.87
Montenegro,MNE,2019,76.884
Montserrat,MSR,2019,74.158
Morocco,MAR,2019,76.68
Mozambique,MOZ,2019,60.854
Myanmar,MMR,2019,67.134
Namibia,NAM,2019,63.708
Nauru,NRU,2019,59.962
Nepal,NPL,2019,70.778
Netherlands,NLD,2019,82.283
New Caledonia,NCL,2019,77.55
New Zealand,NZL,2019,82.288
Nicaragua,NIC,2019,74.485
Niger,NER,2019,62.42
Nigeria,NGA,2019,54.687
Niue,NIU,2019,73.708
North Korea,PRK,2019,72.274
Northern America,,2019,79.221
Northern Mariana Islands,MNP,2019,76.735
Norway,NOR,2019,82.404
Oceania,,2019,78.71
Oman,OMN,2019,77.861
Pakistan,PAK,2019,67.273
Palau,PLW,2019,73.701
Palestine,PSE,2019,74.053
Panama,PAN,2019,78.506
Papua New Guinea,PNG,2019,64.501
Paraguay,PRY,2019,74.254
Peru,PER,2019,76.736
Philippines,PHL,2019,71.231
Poland,POL,2019,78.73
Portugal,PRT,2019,82.049
Puerto Rico,PRI,2019,80.104
Qatar,QAT,2019,80.227
Reunion,REU,2019,80.484
Romania,ROU,2019,76.054
Russia,RUS,2019,72.584
Rwanda,RWA,2019,69.024
Saint Barthlemy,,2019,82.023
Saint Helena,SHN,2019,80.558
Saint Kitts and Nevis,KNA,2019,76.226
Saint Lucia,LCA,2019,76.203
Saint Martin (French part),MAF,2019,82.076
Saint Pierre and Miquelon,SPM,2019,81.068
Saint Vincent and the Grenadines,VCT,2019,72.534
Samoa,WSM,2019,73.321
San Marino,SMR,2019,84.972
Sao Tome and Principe,STP,2019,70.385
Saudi Arabia,SAU,2019,75.133
Senegal,SEN,2019,67.941
Serbia,SRB,2019,76.001
Seychelles,SYC,2019,73.402
Sierra Leone,SLE,2019,54.696
Singapore,SGP,2019,83.62
Sint Maarten (Dutch part),SXM,2019,78.951
Slovakia,SVK,2019,77.542
Slovenia,SVN,2019,81.324
Solomon Islands,SLB,2019,72.996
Somalia,SOM,2019,57.397
South Africa,ZAF,2019,64.131
South Korea,KOR,2019,83.033
South Sudan,SSD,2019,57.846
Spain,ESP,2019,83.565
Sri Lanka,LKA,2019,76.978
Sudan,SDN,2019,65.311
Suriname,SUR,2019,71.682
Swaziland,SWZ,2019,60.194
Sweden,SWE,2019,82.797
Switzerland,CHE,2019,83.779
Syria,SYR,2019,72.697
Taiwan,TWN,2019,80.456
Tajikistan,TJK,2019,71.097
Tanzania,TZA,2019,65.456
Thailand,THA,2019,77.15
Timor,TLS,2019,69.495
Togo,TGO,2019,61.042
Tokelau,TKL,2019,81.86
Tonga,TON,2019,70.907
Trinidad and Tobago,TTO,2019,73.507
Tunisia,TUN,2019,76.699
Turkey,TUR,2019,77.691
Turkmenistan,TKM,2019,68.191
Turks and Caicos Islands,TCA,2019,80.222
Tuvalu,TUV,2019,67.567
Uganda,UGA,2019,63.368
Ukraine,UKR,2019,72.065
United Arab Emirates,ARE,2019,77.972
United Kingdom,GBR,2019,81.321
United States,USA,2019,78.862
United States Virgin Islands,VIR,2019,80.583
Uruguay,URY,2019,77.911
Uzbekistan,UZB,2019,71.725
Vanuatu,VUT,2019,70.474
Vatican,VAT,2019,75.125
Venezuela,VEN,2019,72.064
Vietnam,VNM,2019,75.4
Wallis and Futuna,WLF,2019,79.944
Western Sahara,ESH,2019,70.263
World,OWID_WRL,2019,72.584
Yemen,YEM,2019,66.125
Zambia,ZMB,2019,63.886
Zimbabwe,ZWE,2019,61.49
